OBJECTID,BLOCK GEO ID,Median morning temperature,Median afternoon temperature,Median evening temperature,Percent tree coverage,Percent impervious coverage,Mean distance to water,TRACT GEO ID,Contains heat mapping,Total Pop,ALAND20,AWATER20,Percent heat mapping coverage,HRA name 2010,HRA ID 2010,HRA ID 2020,HRA name 2020,CITYNAME,include,2010 Census Tract Geo ID,Cardiovascular disease mortality rate,Quintile rank of cardiovascular disease mortality rate,Life expectancy,Quintile rank of life expectancy,Percent adults with diabetes,Quintile rank of adults with diabetes,Climate Change Disadvantaged,Clean Energy and Energy Efficiency Disadvantaged,Health Burdens Disadvantaged,Affordable and Sustainable Housing Disadvantaged,Reduction and Remediation of Legacy Pollution Disadvantaged,Clean Transit Disadvantaged,Training and Workforce Development Disadvantaged,Critical Clean Water and Waste Infrastructure Disadvantaged,Identified as disadvantaged,Percent of Population 65 Years and Over who Lives Alone,Percent of adults 18 years and over who have limited English ability,Percent of population with a disability,SVI Overall percentile ranking,SVI Sum of series for Socioeconomic Status theme,SVI Sum of series for Household Characteristics theme,SVI Sum of series for Racial and Ethnic Minority Status theme,SVI Sum of series for Housing Type / Transportation theme,SVI Sum of series themes,Percent of population whose income in the past 12 months is under 2.00x (200% of) the federal poverty level,Quintile rank of SVI overall theme,Quintile rank of SVI Socioeconomic Status theme,Quintile rank of SVI Household Characteristics theme,Quintile rank of SVI Racial and Ethnic Minority Status theme,Quintile rank of SVI Housing Type / Transportation theme,Quintile rank of senior social isolation,Quintile rank of limited English population,Quintile rank of population under 200% of the federal poverty level,Quintile rank of population with a disability,Quintile rank of tree coverage,Quintile rank of impervious coverage,Quintile rank of distance to water,Quintile rank of morning temperature,Quintile rank of afternoon temperature,Quintile rank of evening temperature,Percent LCI opportunity area coverage,Contains LCI opportunity area,Quintile rank of cardiovascular disease mortality rate,Shape__Area,Shape__Length,FEMA Community Disaster Resilience Zone,King County Council district,School District,Percent under 18 years old,Percent severe housing cost burdened,Percent single family homes,Percent multi-family homes,Quintile rank of population under 18,Quintile rank of households with severe housing cost burden,Quintile rank of multi-family homes
9632,530330308013003,61.663366317749,91.6155090332031,89.2476119995117,0.157455078591156,0.304033250948158,33288.8411458333,53033030801,1,15,12261,0,100.000000000932,Auburn-South,1100,2,Auburn - South,King County,1,53033030801,492.04,5,73.8,5,0.109,5,1,0,1,1,1,1,1,0,1,23.7,24.5,13.5,0.996,4.572,3.3994,0.9587,4.282,13.2121,42.1,5,5,5,5,5,3,5,5,5,4,2,5,3,5,5,75.6532434282375,1,5,131985.563659668,1724.31295412451,1,7,Auburn,32.3,18.6025812194036,6.5,56.7119796091759,5,5,4
9633,530330058041010,63.0377311706543,87.4077224731445,83.2300415039063,0.364832496770924,0.176964851432555,473.175319330355,53033005804,2,0,51140,0,91.8932169213701,QA/Magnolia,2900,45,Magnolia and Interbay,Seattle,1,53033005802,129.86,2,85.1,1,0.035,1,0,0,0,0,0,0,0,0,0,64.8,2.1,9.2,0.5995,2.9975,1.1493,0.5523,3.6817,8.3808,14,4,4,1,2,5,5,1,3,3,2,1,1,5,1,1,0,0,2,550436.989105225,3272.45086581873,0,4,Seattle,7.6,13.5204081632653,8.1,91.85360094451,1,3,5
9634,530330048002022,61.4401912689209,87.6543502807617,83.8760681152344,0.275792379356238,0.544613287459621,3841.77521840177,53033004800,1,67,12723,0,99.9999999991505,Ballard,2000,46,Fremont and Wallingford,Seattle,1,53033004800,,1,85.6,1,0.028,1,0,0,0,0,0,0,0,0,0,17.5,2.7,6,0.0074,0.8917,0.6213,0.4194,1.4764,3.4088,11.2,1,1,1,1,1,2,1,2,1,3,4,2,3,1,1,0,0,1,136941.205383301,1647.30363065344,0,4,Seattle,14.2,8.99493243243243,56.7,43.3346441211168,1,2,4
9635,530330057001014,54.9955101013184,91.0490036010742,84.1013031005859,0.31318886466143,0.154847315233461,2632.49957024051,53033005700,1,53,195957,0,99.9999999999848,QA/Magnolia,2900,45,Magnolia and Interbay,Seattle,1,53033005700,117.4,1,85.1,1,0.035,1,0,0,0,0,0,0,0,0,0,23.8,2.6,7.7,0.0809,0.8002,1.4319,0.5116,1.8693,4.613,11.5,1,1,1,2,2,3,1,2,2,2,1,2,1,5,1,0,0,1,2109148.61224365,6920.54187799883,0,4,Seattle,22.7,12.075344769593,64.8,34.6225826575172,4,3,3
9636,530330289025004,62.718994140625,88.7660942077637,86.6462593078613,0.273088166977152,0.395183876933188,6357.78646240234,53033028902,1,88,44548,0,99.9999999999494,Des Moines/Normandy Park,9000,15,Des Moines and Normandy Park,Des Moines,1,53033028902,263.04,5,78.7,4,0.124,5,1,0,0,0,1,1,0,1,1,20.2,24,13.2,0.9468,4.3837,2.7102,0.9621,3.4154,11.4714,52.2,5,5,4,5,5,3,5,5,5,3,2,3,4,2,4,0,0,5,479523.611816406,3089.15182041612,0,5,Highline,23.9,27.1148036253776,21.7,77.7932960893855,4,5,5
9637,530330267001009,62.2370204925537,89.0831184387207,86.6425476074219,0.173213530184604,0.493112503542075,5009.50507653278,53033026700,1,45,18772,0,99.999999999703,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026700,183.86,3,78.7,4,0.077,3,0,0,0,0,0,0,0,0,0,17.2,26.1,11.8,0.9214,3.8991,3.6211,0.8474,2.7821,11.1497,20.7,5,5,5,4,4,2,5,4,4,4,3,2,4,2,4,71.3962084062273,1,3,202063.422195435,2074.33338639952,0,8,Highline,24.4,11.8870728083209,71.2,27.3148148148148,4,3,3
9638,530330267001011,61.9584350585938,89.7179069519043,86.2988548278809,0.195333388009514,0.41292129479878,3967.34373168946,53033026700,1,64,25485,0,99.9999999998096,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026700,183.86,3,78.7,4,0.077,3,0,0,0,0,0,0,0,0,0,17.2,26.1,11.8,0.9214,3.8991,3.6211,0.8474,2.7821,11.1497,20.7,5,5,5,4,4,2,5,4,4,4,2,2,3,3,4,72.824143228126,1,3,274318.620620728,2673.4350313255,0,8,Highline,24.4,11.8870728083209,71.2,27.3148148148148,4,3,3
9639,530330266001021,62.7905120849609,89.0819511413574,86.7937393188477,0.251045490005499,0.424343706529862,6307.27560991299,53033026600,1,40,16343,0,100.000000001213,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026600,210.31,4,78.7,4,0.077,3,0,0,0,0,0,0,0,0,0,18,10.2,7.1,0.5294,2.4683,2.3014,0.8406,2.2131,7.8234,20.7,3,4,3,4,2,2,3,4,2,3,2,3,4,2,4,0,0,4,175914.002853394,1725.62887191012,0,8,Highline,17.5,13.7891077636153,81.7,18.2713347921225,2,3,2
9640,530330267001000,64.1163635253906,91.36083984375,87.3099784851074,0.097236853795677,0.735375985906782,6273.80826430723,53033026700,1,32,16471,0,99.9999999987234,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026700,183.86,3,78.7,4,0.077,3,0,0,0,0,0,0,0,0,0,17.2,26.1,11.8,0.9214,3.8991,3.6211,0.8474,2.7821,11.1497,20.7,5,5,5,4,4,2,5,4,4,5,5,3,5,5,5,0,0,3,177291.620223999,1727.18040341434,0,8,Highline,24.4,11.8870728083209,71.2,27.3148148148148,4,3,3
9641,530330267004019,60.7942352294922,89.4984130859375,85.5834579467773,0.793709435846231,0.255687136802455,465.769090440538,53033026700,2,0,4189,0,97.6238614389432,Burien,7000,20,Burien,Burien,1,53033026700,183.86,3,77.8,5,0.083,4,0,0,0,0,0,0,0,0,0,17.2,26.1,11.8,0.9214,3.8991,3.6211,0.8474,2.7821,11.1497,20.7,5,5,5,4,4,2,5,4,4,1,1,1,2,3,3,0,0,3,45086.3510284424,1607.2462397617,0,8,Highline,24.4,11.8870728083209,71.2,27.3148148148148,4,3,3
9642,530330268014000,62.2991752624512,88.5465888977051,86.5604667663574,0.243571836543953,0.444767365627127,7517.48319381273,53033026801,1,175,80515,0,100.000000000036,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026801,188.99,3,78.7,4,0.077,3,0,0,0,0,0,0,1,0,1,38,25,11.8,0.9519,4.1835,2.9341,0.9463,3.4767,11.5406,38.4,5,5,5,5,5,4,5,5,4,3,2,3,4,2,4,0,0,3,866646.318496704,3937.5994437709,0,8,Highline,20.3,19.8996655518395,47.6,51.4940646745804,3,5,4
9643,530330268014004,62.4806251525879,89.1264266967773,86.9802322387695,0.131775999340811,0.465644381840157,6497.81068103148,53033026801,1,107,40594,0,100.000000000089,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026801,188.99,3,78.7,4,0.077,3,0,0,0,0,0,0,1,0,1,38,25,11.8,0.9519,4.1835,2.9341,0.9463,3.4767,11.5406,38.4,5,5,5,5,5,4,5,5,4,4,3,3,4,2,5,0,0,3,436942.885894775,3306.37141196137,0,8,Highline,20.3,19.8996655518395,47.6,51.4940646745804,3,5,4
9644,530330268011011,61.9402923583984,89.378288269043,87.1773071289063,0.189563181990293,0.478765986360983,9598.34732730264,53033026801,1,55,18214,0,99.9999999995837,North Highline,18000,26,North Highline and White Center,North Highline (includes White Center),1,53033026801,188.99,3,78.7,4,0.077,3,0,0,0,0,0,0,1,0,1,38,25,11.8,0.9519,4.1835,2.9341,0.9463,3.4767,11.5406,38.4,5,5,5,5,5,4,5,5,4,4,3,3,3,3,5,0,0,3,196054.027816772,1861.94426398892,0,8,Highline,20.3,19.8996655518395,47.6,51.4940646745804,3,5,4
9645,530330289023008,62.2044563293457,91.2734756469727,90.3200607299805,0,1,8021.72713216146,53033028902,1,0,662,0,99.9999999929692,Des Moines/Normandy Park,9000,15,Des Moines and Normandy Park,Des Moines,1,53033028902,263.04,5,78.7,4,0.124,5,1,0,0,0,1,1,0,1,1,20.2,24,13.2,0.9468,4.3837,2.7102,0.9621,3.4154,11.4714,52.2,5,5,4,5,5,3,5,5,5,5,5,3,4,5,5,0,0,5,7130.58459472656,440.601618884522,0,5,Highline,23.9,27.1148036253776,21.7,77.7932960893855,4,5,5
9646,530330268024005,62.0901679992676,89.7819557189941,86.0014839172363,0.119991336365605,0.686681597267395,4643.90216290509,53033026802,1,41,2895,0,100.000000002487,Burien,7000,20,Burien,Burien,1,53033026802,206.04,4,77.8,5,0.083,4,0,0,0,0,0,0,1,0,1,14.2,34.4,12.2,0.8846,3.9872,2.8533,0.9169,2.9814,10.7388,33.4,5,5,5,5,4,2,5,5,4,4,5,2,3,4,4,0,0,4,31164.3709411621,816.8643286365,0,8,Highline,21.2,19.0545103714424,66.9,32.7544621321756,3,5,3
9647,530330293072002,56.1519832611084,90.9331588745117,84.8553619384766,0.242552182163188,0.473747357754774,32107.5139916344,53033029307,1,57,22018,0,99.9999999989766,Kent-East,14000,14,Kent - East,Kent,1,53033029307,239.38,5,78,5,0.105,4,0,0,0,0,0,0,0,0,0,8.9,10.3,8.8,0.5062,1.7659,3.0873,0.6885,2.1498,7.6915,9.59999999999999,3,3,5,3,2,1,3,2,3,3,3,5,1,5,2,0,0,5,237003.960388184,2287.76885908449,0,5,Kent,21.4,11.0188679245283,93.6,3.20056899004267,3,2,1
9648,530330292061105,62.7475147247314,92.863224029541,90.4798889160156,0.10188852482627,0.81510126845789,19435.8798273745,53033029206,1,0,23219,0,100.000000000797,Kent-West,14200,13,Kent - West,Kent,1,53033029206,270.38,5,76.5,5,0.094,4,1,0,0,1,1,1,1,1,1,48,28.5,19.1,0.9966,4.7208,3.714,0.9548,3.8364,13.226,48.8,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,0,0,5,249937.042022705,2394.08960536013,1,5,Kent,25.5,32.8277886497065,4,87.8524945770065,5,5,5
9649,530330309013014,61.8413848876953,92.9612045288086,88.4653739929199,0.100597909122626,0.659145716542449,27987.3857421875,53033030901,1,60,17376,0,99.9999999996267,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Algona,1,53033030901,440.97,5,78,5,0.059,2,0,0,0,0,0,0,0,0,0,9.9,16.1,10.4,0.7528,3.197,2.6119,0.909,2.7182,9.4361,23.2,4,4,4,5,3,1,4,4,4,5,4,5,3,5,5,0,0,5,187048.169929504,1911.41846630292,0,7,Auburn,27,8.51063829787234,69.6,10.5351170568562,5,1,2
9650,530330309013011,60.8324203491211,91.0297584533691,87.560848236084,0.115948405913708,0.314765407410993,26379.276663644,53033030901,1,55,33253,0,100.000000000701,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Algona,1,53033030901,440.97,5,78,5,0.059,2,0,0,0,0,0,0,0,0,0,9.9,16.1,10.4,0.7528,3.197,2.6119,0.909,2.7182,9.4361,23.2,4,4,4,5,3,1,4,4,4,4,2,5,2,5,5,0,0,5,357968.179954529,2482.25276218314,0,7,Auburn,27,8.51063829787234,69.6,10.5351170568562,5,1,2
9651,530330309012014,59.7908782958984,92.4692878723145,87.0877380371094,0.108657160320351,0.39636440136379,26677.2827755177,53033030901,1,16,33168,0,100.000000000321,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Pacific,1,53033030901,440.97,5,78,5,0.059,2,0,0,0,0,0,0,0,0,0,9.9,16.1,10.4,0.7528,3.197,2.6119,0.909,2.7182,9.4361,23.2,4,4,4,5,3,1,4,4,4,5,2,5,2,5,5,0,0,5,357055.274177551,2656.87284168518,0,7,Auburn,27,8.51063829787234,69.6,10.5351170568562,5,1,2
9652,530330035002032,61.9035797119141,88.6005477905273,85.6458282470703,0.372034255229538,0.645180105368303,8984.53409352022,53033003500,1,7,2977,0,99.9999999993912,Fremont/Greenlake,2550,52,Green Lake and Phinney Ridge,Seattle,1,53033003500,107.26,1,83.7,1,0.065,3,0,0,0,0,0,0,0,0,0,45.2,1.7,9.2,0.2059,1.3591,1.4178,0.2482,2.6923,5.7174,15.6,2,2,1,1,3,5,1,3,3,2,4,3,3,2,3,0,0,1,32046.8653564453,803.604299987073,0,4,Seattle,17.7,19.9450549450549,57,41.6707616707617,2,5,3
9653,530330309024002,60.7983207702637,90.2715148925781,86.7014236450195,0.111267478869897,0.443324678678973,27240.3370007843,53033030902,1,85,25544,0,100.000000000777,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Pacific,1,53033030902,199.42,4,78,5,0.059,2,0,0,0,0,0,0,0,0,0,35.8,11.1,14.4,0.8156,3.1852,2.8398,0.8513,3.1291,10.0054,35,5,4,4,4,4,4,3,5,5,4,2,5,2,4,4,0,0,4,274985.819351196,2323.94250818081,0,7,Auburn,22.9,13.3677298311445,53.5,42.4460431654676,4,3,4
9654,530330242002036,59.743465423584,89.5109977722168,85.2611885070801,0.367537457076423,0.453901729138167,1229.71965838136,53033024200,1,140,108603,0,99.9999999998218,Mercer Isle/Pt Cities,16000,33,Mercer Island and Point Cities,Medina,1,53033024200,97.31,1,86.7,1,0.048,1,0,0,0,0,0,0,0,0,0,20.2,9.2,5.3,0.0656,0.4297,2.4347,0.6716,0.8863,4.4223,4,1,1,3,3,1,3,3,1,1,2,2,1,2,3,3,0,0,1,1168940.24835205,6942.53885943687,0,6,Bellevue,25.9,20.4479065238559,98.8,0.836431226765799,5,5,1
9655,530330309024003,60.9390144348145,90.2237701416016,87.2348937988281,0.158193265080382,0.449413750475085,27197.1394678965,53033030902,1,59,25131,0,100.000000000129,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Pacific,1,53033030902,199.42,4,78,5,0.059,2,0,0,0,0,0,0,0,0,0,35.8,11.1,14.4,0.8156,3.1852,2.8398,0.8513,3.1291,10.0054,35,5,4,4,4,4,4,3,5,5,4,2,5,2,4,5,0,0,4,270539.118736267,2337.35876820427,0,7,Auburn,22.9,13.3677298311445,53.5,42.4460431654676,4,3,4
9656,530330250051011,56.4136009216309,89.4409255981445,81.4582061767578,0.953276800656211,0.00324034835249063,16193.4397846236,53033025005,1,0,1268064,0,100.000000000088,Newcastle/Four Creeks,17000,22,Newcastle and Four Creeks,King County,1,53033025005,205.78,4,80.6,3,0.116,5,0,0,0,0,0,0,0,0,0,34.8,11,7.4,0.2031,0.8803,1.9396,0.8559,2.0343,5.7101,11.1,2,1,2,4,2,4,3,2,2,1,1,4,1,3,1,0,0,4,13649149.7792664,22664.1813592498,0,9,Issaquah,19.1,12.788906009245,47.9,52.1436423598388,3,3,4
9657,530330301012006,58.1624221801758,89.5867614746094,83.877815246582,0.613816713434976,0.195040163235734,3293.02096948311,53033030101,1,292,533249,0,99.9999999999948,Fed Way-Dash Pt,10200,6,Federal Way - Central,Federal Way,1,53033030100,182.42,3,77.5,5,0.089,4,0,0,0,0,0,0,0,0,0,14.3,6.8,20.6,0.8303,3.8907,3.5087,0.7185,2.0549,10.1728,38.6,5,5,5,3,2,2,2,5,5,1,1,2,1,3,1,0,0,3,5740253.60427856,12338.0350884586,0,7,Federal Way,24.3,22.8551336146273,59,36.797583081571,4,5,3
9658,530330309022002,61.2844161987305,90.0539627075195,86.7924575805664,0.131438575888829,0.365325858746911,30215.7070122876,53033030902,1,277,155910,0,100.000000000053,East Federal Way,10000,4,"Lakeland, Algona, Pacific, and Milton",Pacific,1,53033030902,199.42,4,78,5,0.059,2,0,0,0,0,0,0,0,0,0,35.8,11.1,14.4,0.8156,3.1852,2.8398,0.8513,3.1291,10.0054,35,5,4,4,4,4,4,3,5,5,4,2,5,2,4,4,0,0,4,1678370.10523987,5377.73694780348,0,7,Auburn,22.9,13.3677298311445,53.5,42.4460431654676,4,3,4
9659,530330305011094,62.0946807861328,91.8198623657227,90.0678863525391,0.0725557827905131,0.967245775237918,27776.5231391059,53033030501,1,0,6845,0,100.000000000353,Auburn-North,1000,5,Auburn - North,Auburn,1,53033030501,309.18,5,77.4,5,0.119,5,1,0,1,1,1,1,1,1,1,63.1,9.1,28.5,0.9367,3.5512,3.0548,0.7241,4.0357,11.3658,45.7,5,5,5,3,5,5,3,5,5,5,5,5,3,5,5,0,0,5,73681.3763580322,1081.80660423505,1,7,Auburn,11.9,34.2685370741483,9.4,90.5756207674944,1,5,5
9660,530330308011018,61.2626037597656,91.8479652404785,87.8683586120605,0.0980241573151109,0.830338355077095,32028.4330350079,53033030801,1,0,40009,0,100.000000000315,Auburn-South,1100,2,Auburn - South,Auburn,1,53033030801,492.04,5,73.8,5,0.109,5,1,0,1,1,1,1,1,0,1,23.7,24.5,13.5,0.996,4.572,3.3994,0.9587,4.282,13.2121,42.1,5,5,5,5,5,3,5,5,5,5,5,5,2,5,5,20.5376736497532,1,5,430701.530075073,3242.20679111331,1,7,Auburn,32.3,18.6025812194036,6.5,56.7119796091759,5,5,4
9661,530330306003005,61.4305953979492,91.0205383300781,88.6185989379883,0.100562118324086,0.777494811808541,29320.6953344452,53033030600,1,33,17215,0,99.9999999996044,Auburn-North,1000,5,Auburn - North,Auburn,1,53033030600,320.24,5,77.4,5,0.119,5,0,0,0,0,0,0,0,0,0,20.5,8.7,13.8,0.7404,3.5283,2.7743,0.6546,2.3719,9.3291,29.9,4,5,4,3,3,3,3,5,5,5,5,5,3,5,5,0,0,5,185313.133712769,1852.96011277022,0,7,Auburn,27.3,10.2608695652174,60.3,38.9025389025389,5,2,3
9662,530330300082005,60.2011470794678,88.6399078369141,84.4719619750977,0.361037486968698,0.368312883051024,5546.53433907714,53033030008,1,250,101651,0,100.000000000211,Fed Way-Dash Pt,10200,7,Federal Way - North Corridor,Federal Way,1,53033030004,340.72,5,77.5,5,0.114,5,0,0,0,0,0,0,1,0,1,30.7,18.8,14,0.8829,3.8074,2.5151,0.9401,3.454,10.7166,33.6,5,5,4,5,5,4,5,5,5,2,2,2,2,2,2,0,0,5,1094232.69874573,5072.83161128962,0,7,Federal Way,21.4,24.7178936055884,31.8,64.1411520498184,3,5,4
9663,530330002011002,60.3703155517578,87.517463684082,84.602409362793,0.292694833605055,0.500569494395923,10247.7237489675,53033000201,1,37,22695,0,100.000000000311,North Seattle,2700,56,Seattle - Northgate and Lake City,Seattle,1,53033000200,151.04,2,81.5,3,0.077,3,0,0,0,0,0,0,0,0,0,50.2,9.3,15.5,0.7517,3.0493,2.7878,0.7111,2.8829,9.4311,22.6,4,4,4,3,4,5,3,4,5,2,3,4,2,1,2,0,0,2,244265.783996582,2256.97056090872,0,1,Seattle,16.3,16.6666666666667,40.8,58.6904761904762,2,4,4
9664,530330316052006,57.8404998779297,90.3013763427734,84.7796630859375,0.378722063424186,0.285285091626718,69027.6687062937,53033031605,1,35,27861,0,100.000000001067,Black Diamond/Enumclaw/SE County,5000,1,"Enumclaw, Black Diamond, and Southeast King County",King County,1,53033031605,148.5,2,78.4,4,0.087,4,0,0,0,0,0,0,0,0,0,6.1,4.5,13.5,0.0871,0.3253,2.4604,0.5206,1.3842,4.6905,2,1,1,4,2,1,1,2,1,5,2,1,5,1,4,2,0,0,2,299910.519363403,2975.71004130994,0,9,Kent,26.5,3.81471389645777,90.6,0,5,1,1
9665,530330322201018,62.4869041442871,89.5433883666992,86.6685104370117,0.0448500389672424,0.935904461664037,11860.5468918373,53033032220,1,0,16630,0,100.000000000745,Issaquah,12000,28,Issaquah,Issaquah,1,53033032210,221.42,4,82,2,0.06,2,0,0,0,0,0,0,0,0,0,2.2,9.7,3.8,0.2268,0.9737,1.7626,0.8513,2.2926,5.8802,11,2,1,2,4,3,1,3,2,1,5,5,4,4,3,4,0,0,4,178996.902862549,1761.65343456033,0,3,Issaquah,24.9,10.7200429876411,21.2,78.8357050452781,5,2,5
9667,530330201003006,62.0125617980957,89.8168754577637,87.3224182128906,0.192089295078283,0.418375233883696,1428.74275687081,53033020100,1,24,13955,0,99.9999999999721,Shoreline,23000,61,Shoreline,Shoreline,1,53033020100,179.67,3,78.7,4,0.085,4,0,0,0,0,0,0,0,0,0,24.6,8.1,9.1,0.2093,1.5232,2.332,0.3963,1.5071,5.7586,15.6,2,2,3,1,1,3,3,3,3,4,2,1,3,4,5,0,0,3,150200.095306396,1565.8584014142,0,1,Shoreline,17.1,17.7224736048265,84,16.0299625468165,2,4,2
9668,530330201003011,62.4158744812012,88.8796005249023,86.3025169372559,0.238579501337244,0.361484374120699,1863.39873097474,53033020100,1,0,19385,0,99.9999999995821,Shoreline,23000,61,Shoreline,Shoreline,1,53033020100,179.67,3,78.7,4,0.085,4,0,0,0,0,0,0,0,0,0,24.6,8.1,9.1,0.2093,1.5232,2.332,0.3963,1.5071,5.7586,15.6,2,2,3,1,1,3,3,3,3,3,2,1,4,2,4,0,0,3,208639.723907471,2030.99915038741,0,1,Shoreline,17.1,17.7224736048265,84,16.0299625468165,2,4,2
9669,530330012013004,63.6049728393555,90.2539520263672,86.3224983215332,0.173130588302295,0.903112533831759,11241.7891132619,53033001201,1,0,40376,0,100.000000000431,North Seattle,2700,56,Seattle - Northgate and Lake City,Seattle,1,53033001200,173.32,3,81.5,3,0.077,3,0,0,0,0,0,0,0,0,0,69.9,14,20.3,0.9757,3.8844,3.5528,0.6834,3.9724,12.093,39.6,5,5,5,3,5,5,4,5,5,4,5,4,5,4,4,0,0,3,434572.642150879,2634.90601357665,0,4,Seattle,15.2,35.2385045122475,7.2,92.822774659182,2,5,5
9670,530330246021019,61.1128730773926,88.8405342102051,86.1044807434082,0.500378225089722,0.382186618455158,1261.79056853129,53033024602,1,220,123243,0,99.999999999892,Mercer Isle/Pt Cities,16000,33,Mercer Island and Point Cities,Mercer Island,1,53033024602,86.17,1,86.7,1,0.048,1,0,0,0,0,0,0,0,0,0,13.4,9.1,6.1,0.0679,0.4948,2.6338,0.5676,0.7746,4.4708,4.3,1,1,4,2,1,1,3,1,1,1,2,1,2,2,4,0,0,1,1326556.12606812,4988.11458232332,0,6,Mercer Island,24.8,8.61774744027304,97.8,2.1505376344086,5,1,1
9671,530330213001008,63.3171806335449,88.8164291381836,86.673957824707,0.236014783568817,0.546262898920034,383.914664582283,53033021300,2,74,31618,0,99.2103925428721,Kenmore/LFP,13000,59,Kenmore and Lake Forest Park,Lake Forest Park,1,53033021300,219.19,4,82.1,2,0.08,3,0,0,0,0,0,0,0,0,0,20.1,11.5,14.3,0.6991,2.7361,2.4751,0.6608,3.2091,9.0811,17.8,4,4,4,3,4,2,3,4,5,3,4,1,5,2,4,0,0,4,340305.00769043,2873.68840076655,0,1,Shoreline,12.1,13.8694009713977,51.4,48.5929648241206,1,3,4
9672,530330247041005,61.5872764587402,90.3606414794922,86.6906127929688,0.324126326026591,0.411305367091563,4903.3629057632,53033024704,1,81,32674,0,99.999999999071,Bellevue-South,4200,31,Bellevue - South,Bellevue,1,53033024702,208.79,4,83.7,1,0.053,2,0,0,0,0,0,0,0,0,0,13.8,18.7,13.5,0.5096,1.8924,3.1688,0.7954,1.8514,7.708,23.1,3,3,5,4,2,2,5,4,5,2,2,2,3,5,4,0,0,4,351699.762756348,3148.25174783423,0,9,Renton,27,7.62541806020067,66.1,33.9227242960052,5,1,3
9673,530330303053000,58.4684791564941,89.4806594848633,84.3491592407227,0.499561292435044,0.267035934034493,810.07062241384,53033030305,1,60,81710,0,99.9999999999451,Fed Way-Dash Pt,10200,6,Federal Way - Central,Federal Way,1,53033030305,204.74,4,77.5,5,0.089,4,0,0,0,0,0,0,0,0,0,19.1,10.9,15.9,0.5458,2.3292,2.4431,0.7032,2.5145,7.99,12,4,3,3,3,3,2,3,2,5,1,1,1,1,3,2,0,0,4,879581.996627808,4948.49734795047,0,7,Federal Way,15.1,10.7177974434612,52.3,43.7810945273632,2,2,4
9674,530330296021018,57.8720054626465,91.1053733825684,86.0172958374023,0.269837788352422,0.424812356435662,34070.6020854191,53033029602,1,214,87672,0,100.000000000107,Auburn-North,1000,5,Auburn - North,Auburn,1,53033029602,178.78,3,77.4,5,0.119,5,0,0,0,0,0,0,0,0,0,6.1,15.3,4.1,0.3043,1.7166,2.5867,0.714,1.4718,6.4891,13.2,2,3,4,3,1,1,4,2,1,3,2,5,1,5,4,0,0,3,943757.85899353,3828.61601521968,0,7,Auburn,26.8,8.44547563805104,98.4,1.60550458715596,5,1,1
9675,530330320113004,63.1510772705078,90.7081298828125,87.5258636474609,0.139910888937188,0.676568926871594,67927.7690891096,53033032011,1,140,192338,0,99.999999999907,Covington/Maple Valley,8000,10,Maple Valley,Maple Valley,1,53033032011,,4,79.8,4,0.063,3,0,0,0,0,0,0,0,0,0,5.7,3.6,4.8,0.1346,1.4022,1.9068,0.4268,1.4442,5.18,7.59999999999999,2,2,2,1,1,1,1,1,1,4,4,5,5,5,5,0,0,4,2070423.19616699,6819.63069095937,0,9,Tahoma,33.1,11.8028534370947,94.7,5.33498759305211,5,2,1
9676,530330201001003,60.6602058410645,88.3338394165039,84.3885879516602,0.176524449840019,0.503063610981623,2943.25911254883,53033020100,1,42,20315,0,99.9999999982972,Shoreline,23000,61,Shoreline,Shoreline,1,53033020100,179.67,3,78.7,4,0.085,4,0,0,0,0,0,0,0,0,0,24.6,8.1,9.1,0.2093,1.5232,2.332,0.3963,1.5071,5.7586,15.6,2,2,3,1,1,3,3,3,3,4,3,2,2,1,2,0,0,3,218652.269012451,1989.59720169076,0,1,Shoreline,17.1,17.7224736048265,84,16.0299625468165,2,4,2
9677,530330201002019,63.082633972168,88.7272033691406,86.0542602539063,0.433269626050269,0.420890066593944,735.815452607875,53033020100,1,46,23192,0,100.000000000627,Shoreline,23000,61,Shoreline,Shoreline,1,53033020100,179.67,3,78.7,4,0.085,4,0,0,0,0,0,0,0,0,0,24.6,8.1,9.1,0.2093,1.5232,2.332,0.3963,1.5071,5.7586,15.6,2,2,3,1,1,3,3,3,3,1,2,1,5,2,4,0,0,3,249613.873901367,2570.31883528795,0,1,Shoreline,17.1,17.7224736048265,84,16.0299625468165,2,4,2
